id_property,business_name,business_area,business_category,business_sub_category
FCC0090697,Ophelia Enterprise,974.5775146,Consumer discretionary,Consumer discretionarytypeC
FCC0090700,-,225.7449951,Consumer staples,Consumer staplestypeA
FCC0090701,Tonydi's,532.1400146,Consumer staples,Consumer staplestypeB
FCC0090703,-,909.7000122,Consumer staples,Consumer staplestypeC
FCC0090717,Getco Services,1910.390015,Consumer discretionary,Consumer discretionarytypeA
FCC0090731,Hotel dela joie,370.4500122,Consumer discretionary,Consumer discretionarytypeB
FCC0090734,Sky Bank,3066.219971,Portfolio,PortfoliotypeC
FCC0090744,Nation motors carage,1058.23999,Portfolio,PortfoliotypeA
FCC0091116,A Sara Enterprise,308.4049988,Consumer staples,Consumer staplestypeB
FCC0091116,Bayassie Enterprise,308.4049988,Consumer discretionary,Consumer discretionarytypeC
FCC0091123,KINGS WAY INTERNATIONAL ,1035.709961,Consumer discretionary,Consumer discretionarytypeA
FCC0091163,-,781.6624756,Consumer staples,Consumer staplestypeB
FCC0091168,Oltraford enterprise,622.4849854,Consumer staples,Consumer staplestypeC
FCC0091082,Computech SL Limited,7655.939941,Communication services,Communication servicestypeA
FCC0091193,Havana's Dream Bar,868.4349976,Consumer discretionary,Consumer discretionarytypeB
FCC0091202,Mere wealth preparatory school,3111.199951,Consumer discretionary,Consumer discretionarytypeC
FCC0091211,-,272.5350037,Consumer staples,Consumer staplestypeA
FCC0091218,-,337.6375122,Consumer discretionary,Consumer discretionarytypeB
FCC0091468,APF Auto parts,20123.69922,Consumer discretionary,Consumer discretionarytypeC
FCC0091485,SESCON PRE PRIMARY SCHOOL,182.6499939,Consumer discretionary,Consumer discretionarytypeA
FCC0091504,-,372.8250122,Consumer staples,Consumer staplestypeB
FCC0091504,Sababu Auto Spare Parts,745.6500244,Consumer discretionary,Consumer discretionarytypeC
FCC0091418,Royal Enterprises,429.0350037,Consumer discretionary,Consumer discretionarytypeA
FCC0091511,-,531.2324829,Consumer discretionary,Consumer discretionarytypeB
FCC0091511,Abdul Bangura ,531.2324829,Consumer discretionary,Consumer discretionarytypeC
FCC0091515,-,380.6124878,Consumer staples,Consumer staplestypeA
FCC0091523,Super Holdings Ltd,10246.34961,Consumer discretionary,Consumer discretionarytypeB
FCC0091534,-,1087.880005,Consumer staples,Consumer staplestypeC
FCC0091534,-,1087.880005,Consumer staples,Consumer staplestypeA
FCC0091543,-,390.8900146,Consumer staples,Consumer staplestypeB
FCC0091545,FKG Trading & General Supplies,1459.064941,Portfolio,PortfoliotypeC
FCC0091547,TESSA'S Catering Services ,1674.5,Portfolio,PortfoliotypeA
FCC0091742,Freeds General Enterprise,439.875,Consumer staples,Consumer staplestypeB
FCC0091748,Solo agent M.U.B.enterprise,1500.44751,Consumer discretionary,Consumer discretionarytypeC
FCC0091830,Waterside,48.22000122,Consumer staples,Consumer staplestypeA
FCC0091841,-,184.1100006,Consumer staples,Consumer staplestypeB
FCC0091849,-,1077.550049,Consumer staples,Consumer staplestypeC
FCC0091849,World wide entertainment,3232.650146,Consumer discretionary,Consumer discretionarytypeA
FCC0091858,Metz Farm Enterprise,322.9599915,Consumer staples,Consumer staplestypeB
FCC0091860,Ibrahim Bangalie enterprise,543.5050049,Consumer staples,Consumer staplestypeC
FCC0091765,Victory Enterprise,763.1699829,Consumer discretionary,Consumer discretionarytypeA
FCC0091875,Abass Bah Enterprise,231,Consumer staples,Consumer staplestypeB
FCC0091879,Aqua Sport Club,4691.649902,Portfolio,PortfoliotypeC
FCC0092019,Mike.B.Beauty Angels Enterprise,277.2399902,Consumer discretionary,Consumer discretionarytypeA
FCC0090749,-,393.7974854,Consumer discretionary,Consumer discretionarytypeB
FCC0090674,JOMAT BAR N LOUNGE,2409.120117,Consumer discretionary,Consumer discretionarytypeC
FCC0090761,Galaxy boutique,338.8649902,Consumer discretionary,Consumer discretionarytypeA
FCC0090763,Youth Development Movement,1506.75,Materials ,Materials typeB
FCC0090814,TM 10 play station,179.0850067,Consumer discretionary,Consumer discretionarytypeC
FCC0090819,Limba ojeh society 1,1283.280029,Consumer discretionary,Consumer discretionarytypeA
FCC0090824,-,262.6875,Consumer staples,Consumer staplestypeB
FCC0090838,Qcell SL,2733.98999,Communication services,Communication servicestypeC
FCC0090849,-,1134.290039,Consumer discretionary,Consumer discretionarytypeA
FCC0090853,Family Store,30.48250008,Consumer staples,Consumer staplestypeB
FCC0090853,Samsam Enterprise,30.48250008,Consumer staples,Consumer staplestypeC
FCC0090875,-,217.2424927,Consumer discretionary,Consumer discretionarytypeA
FCC0090891,JOHN K INTERNET CAFE,83.51000214,Communication services,Communication servicestypeB
FCC0090891,FELOKESU ENTERPRISE,83.51000214,Consumer staples,Consumer staplestypeC
FCC0090892,Cedo enterprise,1565.439941,Consumer staples,Consumer staplestypeA
FCC0090917,Trinity International secondary ,3900.47998,Consumer discretionary,Consumer discretionarytypeB
FCC0090924,Isatu tort & son,497.5849915,Consumer discretionary,Consumer discretionarytypeC
FCC0090924,Domaco enterprise,497.5849915,Consumer staples,Consumer staplestypeA
FCC0090936,-,52.5,Consumer discretionary,Consumer discretionarytypeB
FCC0090936,CASSANDRA TAILOR SHOP,52.5,Consumer discretionary,Consumer discretionarytypeC
FCC0090937,Premier media consultancy,2938.639893,Communication services,Communication servicestypeA
FCC0090937,AI Networks,2938.639893,Portfolio,PortfoliotypeB
FCC0090937,Alemobet Limited,2938.639893,Portfolio,PortfoliotypeC
FCC0090944,Mohamed barrie Enterprise ,237.6150055,Consumer staples,Consumer staplestypeA
FCC0090944,-,237.6150055,Consumer staples,Consumer staplestypeB
FCC0090966,-,335.0224915,Consumer staples,Consumer staplestypeC
FCC0090969,-,461.4775085,Consumer staples,Consumer staplestypeA
FCC0090983,-,810.585022,Consumer staples,Consumer staplestypeB
FCC0090985,-,304.0750122,Consumer discretionary,Consumer discretionarytypeC
FCC0090992,-,2204.830078,Consumer discretionary,Consumer discretionarytypeA
FCC0091002,Mende Store,707,Consumer staples,Consumer staplestypeB
FCC0091034,MAGENBI RELAXATION,507,Consumer staples,Consumer staplestypeC
FCC0069114,Isatu KAmara ,23.43000031,Consumer discretionary,Consumer discretionarytypeA
FCC0091069,Alusia investment,77.90000153,Consumer discretionary,Consumer discretionarytypeB
FCC0091071,-,170.7599945,Consumer staples,Consumer staplestypeC
FCC0091055,-,82.71250153,Consumer discretionary,Consumer discretionarytypeA
FCC0091252,Dolbert International School,1221,Consumer discretionary,Consumer discretionarytypeB
FCC0091256,We  Yone Hair Brai Ding Saloons,161.0249939,Consumer discretionary,Consumer discretionarytypeC
FCC0091258,Joel and Vic Investments General ,962.2050171,Consumer discretionary,Consumer discretionarytypeA
FCC0091258,Matken Muvan Enterprise in ,962.2050171,Consumer discretionary,Consumer discretionarytypeB
FCC0091258,I and I Enterprise,962.2050171,Consumer discretionary,Consumer discretionarytypeC
FCC0091277,SFC  Fast- Food restaurant,3099.959961,Consumer discretionary,Consumer discretionarytypeA
FCC0091282,-,695.9274902,Consumer staples,Consumer staplestypeB
FCC0091288,-,3531.179932,Consumer discretionary,Consumer discretionarytypeC
FCC0091289,-,191.5050049,Consumer staples,Consumer staplestypeA
FCC0091310,-,46,Consumer staples,Consumer staplestypeB
FCC0091314,abu sesay,337.25,null,nulltypeC
FCC0091343,Blue shield hospital,16838.87891,Consumer discretionary,Consumer discretionarytypeA
FCC0091345,-,611.3599854,Consumer discretionary,Consumer discretionarytypeB
FCC0091349,-,55.81750107,Consumer staples,Consumer staplestypeC
FCC0091377,-,125.6399994,Materials ,Materials typeA
FCC0091382,St Mary's Balamorie Primary ,481.769989,Consumer discretionary,Consumer discretionarytypeB
FCC0091386,-,376.3649902,Consumer discretionary,Consumer discretionarytypeC
FCC0091388, Entabuy Agency,672.1124878,Portfolio,PortfoliotypeA
FCC0091388,Index Enterprise,672.1124878,Portfolio,PortfoliotypeB
FCC0091388,Bakisa Enterprise,672.1124878,Communication services,Communication servicestypeC
FCC0091388,Albak Trade Link,672.1124878,Communication services,Communication servicestypeA
FCC0091394,-,215.1674957,Consumer discretionary,Consumer discretionarytypeB
FCC0091394,General Hamani Barbing Saloon,215.1674957,Consumer discretionary,Consumer discretionarytypeC
FCC0091400,P. Honda Auto spares,264.7625122,Consumer discretionary,Consumer discretionarytypeA
FCC0091400,Chuditex author spares,264.7625122,Consumer discretionary,Consumer discretionarytypeB
FCC0091400,Bakay tech enterprise,264.7625122,Consumer discretionary,Consumer discretionarytypeC
FCC0091400,55 spot,26476.25195,Consumer discretionary,Consumer discretionarytypeA
FCC0091411,Construction and General ,1370.839966,Consumer discretionary,Consumer discretionarytypeB
FCC0091416,-,272.6224976,Consumer staples,Consumer staplestypeC
FCC0091431,Konkay Academy Pre and Primary ,11369.04004,Consumer staples,Consumer staplestypeA
FCC0091444,-,249.7200012,Consumer staples,Consumer staplestypeB
FCC0091444,-,249.7200012,Consumer discretionary,Consumer discretionarytypeC
FCC0091454,-,869.789978,Consumer discretionary,Consumer discretionarytypeA
FCC0091456,-,474.0599976,Materials ,Materials typeB
FCC0091567,Alpha KANU Photocopy and Spear ,1041.5,Consumer discretionary,Consumer discretionarytypeC
FCC0091582,Kadie T Enterprise,737,Consumer discretionary,Consumer discretionarytypeA
FCC0091582,Believe In God Enterprise,736.6699829,Consumer discretionary,Consumer discretionarytypeB
FCC0091584,Grand casino,1840.819946,Consumer discretionary,Consumer discretionarytypeC
FCC0091582,Mafereh Enterprises,736.6699829,Consumer discretionary,Consumer discretionarytypeA
FCC0091613,Best Choice Enterprise,184.0599976,Consumer staples,Consumer staplestypeB
FCC0091634,Living Spring Academy,250.0500031,Consumer discretionary,Consumer discretionarytypeC
FCC0091643,Fatiye Drug Store,1648.040039,Portfolio,PortfoliotypeA
FCC0091689,Okeke Investment International,1470.140015,Energy,EnergytypeB
FCC0091713,-,162.8650055,Consumer discretionary,Consumer discretionarytypeC
FCC0050530,Anita Enterprise ,273.0750122,Consumer staples,Consumer staplestypeA
FCC0091720,-,1272.939941,Consumer discretionary,Consumer discretionarytypeB
FCC0007290,Kansagnel Enterprise ,687.6450195,Consumer staples,Consumer staplestypeC
FCC0091735,Aminata M. Bundu Enterprise,1280.555054,Consumer discretionary,Consumer discretionarytypeA
FCC0091746,-,223.5274963,Consumer staples,Consumer staplestypeB
FCC0091750,RAMFOF ENTERPRISE,781.0549927,Consumer discretionary,Consumer discretionarytypeC
FCC0091750,PANPANA COMMUNICATIONS,1562.109985,Materials ,Materials typeA
FCC0091750,ALRICH ENTERPRISE,390.5274963,Consumer staples,Consumer staplestypeB
FCC0091751,-,316.4549866,Consumer discretionary,Consumer discretionarytypeC
FCC0091768,-,4346.279785,Materials ,Materials typeA
FCC0091900,Adagik's Enterprise,239.2649994,Consumer discretionary,Consumer discretionarytypeB
FCC0091900,Kindo KC Enterprise,239.2649994,Consumer staples,Consumer staplestypeC
FCC0091900,A Bayoh IT Solution,239.2649994,Communication services,Communication servicestypeA
FCC0091907,-,420.9700012,Consumer discretionary,Consumer discretionarytypeB
FCC0091907,Johnny photo copy shop,420.9700012,Consumer discretionary,Consumer discretionarytypeC
FCC0091907,-,420.9700012,Consumer discretionary,Consumer discretionarytypeA
FCC0091926,Print solution,667.5900269,Communication services,Communication servicestypeB
FCC0091934,-,519.5200195,Consumer staples,Consumer staplestypeC
FCC0091946,NATION'S BIE,665.7700195,Consumer discretionary,Consumer discretionarytypeA
FCC0091955,-,996,Consumer staples,Consumer staplestypeB
FCC0091955,Mary. B's investment,498,Consumer staples,Consumer staplestypeC
FCC0091955,-,498,Consumer discretionary,Consumer discretionarytypeA
FCC0091964,Ralu's Electronics (SL) LTD..,4488.680176,Consumer discretionary,Consumer discretionarytypeB
FCC0092019,Best Foods and drinks,277.2399902,Consumer staples,Consumer staplestypeC
FCC0091952,LEJ ENTERPRISE,426.3150024,Consumer discretionary,Consumer discretionarytypeA
FCC0091937,Radisson blu hotel,109772,Consumer discretionary,Consumer discretionarytypeB
FCC0092042,Old traford Tailoring Shop,427.2124939,Consumer discretionary,Consumer discretionarytypeC
FCC0092042,-,427.2124939,Consumer discretionary,Consumer discretionarytypeA
FCC0092060,-,904.3499756,Consumer staples,Consumer staplestypeB
FCC0092068,SELFIE FASHION BOUTIQUE,112.4599991,Consumer discretionary,Consumer discretionarytypeC
FCC0092077,Fullah Sow Enterprise ,354.8800049,Portfolio,PortfoliotypeA
FCC0092083,Bernard Investment,542.0700073,Consumer staples,Consumer staplestypeB
FCC0092085,TJAL'S Enterprise,314.3175049,Consumer staples,Consumer staplestypeC
FCC0092091,Trunks Express tyre service,2134.139893,Consumer discretionary,Consumer discretionarytypeA
FCC0092107,Bukum Pure Water ,1704.579956,Portfolio,PortfoliotypeB
FCC0092353,-,194.4499969,Consumer discretionary,Consumer discretionarytypeC
FCC0092357,Whyte Koroms Business Center,476.7950134,Consumer discretionary,Consumer discretionarytypeA
FCC0092365,-,1280.859985,Materials ,Materials typeB
FCC0092367,-,365.8699951,Consumer staples,Consumer staplestypeC
FCC0092375,Foma Enterprises,313.1774902,Consumer staples,Consumer staplestypeA
FCC0092378,Bin Sow,1663.155029,Portfolio,PortfoliotypeB
FCC0092378,O'Day's Fashion,554.3850098,Consumer discretionary,Consumer discretionarytypeC
FCC0092430,Sulmar International School ,4813.919922,Consumer discretionary,Consumer discretionarytypeA
FCC0092689,Marika industry,2689.820068,Materials ,Materials typeB
FCC0092706,-,837.1724854,Consumer staples,Consumer staplestypeC
FCC0092736,Mariat Trading,605.7150269,Consumer discretionary,Consumer discretionarytypeA
FCC0092740,Agie surplus,1375.130005,Consumer discretionary,Consumer discretionarytypeB
FCC0092744,-,321.8450012,Consumer staples,Consumer staplestypeC
FCC0092696,Fresh Bread Bakery,750.2670288,Consumer staples,Consumer staplestypeA
FCC0092810,A.B.S.S Investment,1458.550049,Portfolio,PortfoliotypeB
FCC0092810,A.B.S.S Investment,1458.550049,Consumer discretionary,Consumer discretionarytypeC
FCC0092821,Everyday Enterprise,470.125,Consumer discretionary,Consumer discretionarytypeA
FCC0092821,-,470.125,Consumer discretionary,Consumer discretionarytypeB
FCC0092826,-,1958.109985,Consumer discretionary,Consumer discretionarytypeC
FCC0092840,Pop-spot,623.2949829,Consumer staples,Consumer staplestypeA
FCC0092864,Sylvia's Giftshop,1168.400024,Consumer discretionary,Consumer discretionarytypeB
FCC0092868,-,214.625,Consumer staples,Consumer staplestypeC
FCC0092869,-,194.1799927,Consumer staples,Consumer staplestypeA
FCC0092900,-,642.4625244,Consumer discretionary,Consumer discretionarytypeB
FCC0092933,-,241.0675049,Consumer discretionary,Consumer discretionarytypeC
FCC0092933,-,482.1350098,Consumer discretionary,Consumer discretionarytypeA
FCC0092961,-,492.7799988,Consumer discretionary,Consumer discretionarytypeB
FCC0092964,-,325.6025085,Consumer staples,Consumer staplestypeC
FCC0092973,Gateway preparatory school,730.9899902,Consumer discretionary,Consumer discretionarytypeA
FCC0092977,Brunenbae Conrad S/l ltd,3275.719971,Materials ,Materials typeB
FCC0092984,-,181.6399994,Consumer discretionary,Consumer discretionarytypeC
FCC0092990,Martilie international school,6134.490234,Consumer discretionary,Consumer discretionarytypeA
FCC0093005,Hong Kong China Enterprise ,0.25,Portfolio,PortfoliotypeB
FCC0093005,Savers Enterprise,543.6699829,Consumer staples,Consumer staplestypeC
FCC0093005,Beeba Enterprise,543.6699829,Materials ,Materials typeA
FCC0092933,Abu sesay enterprise,241.0675049,Consumer discretionary,Consumer discretionarytypeB
FCC0093137,Tees Shopping Center,1647,Portfolio,PortfoliotypeC
FCC0093156,-,664.6599731,Consumer discretionary,Consumer discretionarytypeA
FCC0093160,Prince U Enterprise,912.3875122,Consumer discretionary,Consumer discretionarytypeB
FCC0093172,-,93.22000122,Consumer discretionary,Consumer discretionarytypeC
FCC0093215,Faith International Academy ,815.8400269,Consumer discretionary,Consumer discretionarytypeA
FCC0093219,Procurement and project ,2214.030029,Portfolio,PortfoliotypeB
FCC0093221,Emma Esther Enterprise.,415.5375061,Consumer staples,Consumer staplestypeC
FCC0093231,Favour Rene K,557.2299805,Consumer discretionary,Consumer discretionarytypeA
FCC0093231,How For Do Bar,557.2299805,Consumer discretionary,Consumer discretionarytypeB
FCC0093580,All Events,5743.859863,Consumer discretionary,Consumer discretionarytypeC
FCC0093586,Bella & Co Carpentry,748.335022,Consumer discretionary,Consumer discretionarytypeA
FCC0093612,-,812.6900024,Consumer discretionary,Consumer discretionarytypeB
FCC0093630,Fatmata Bangura ,616,Consumer staples,Consumer staplestypeC
FCC0093638,Han-IMA TAILORING FASHION ,408.730011,Consumer discretionary,Consumer discretionarytypeA
FCC0093638,Morsay Apple Enterprise,408.730011,Consumer discretionary,Consumer discretionarytypeB
FCC0093665,Dahl group Ltd,793.0999756,Materials ,Materials typeC
FCC0093671,United Methodist University,3901.040039,Consumer discretionary,Consumer discretionarytypeA
FCC0093675,Vista Bank,2824.040039,Portfolio,PortfoliotypeB
FCC0093807,-,1398.119995,Consumer discretionary,Consumer discretionarytypeC
FCC0091946,JOILE MODEL,665.7700195,Portfolio,PortfoliotypeA
FCC0091974,BRAC,1027.795044,Financials,FinancialstypeB
FCC0091986,S.Bassama,2672.149902,Portfolio,PortfoliotypeC
FCC0091996,Med Kay Workshop,224.3925018,Materials ,Materials typeA
FCC0091997,-,3961.409912,Consumer discretionary,Consumer discretionarytypeB
FCC0092124,Kingtom youth association,748.2999878,Consumer discretionary,Consumer discretionarytypeC
FCC0092124,Kingtom youth association,748.2999878,Consumer discretionary,Consumer discretionarytypeA
FCC0092130,-,494.3699951,Consumer staples,Consumer staplestypeB
FCC0092141,-,294.0725098,Consumer staples,Consumer staplestypeC
FCC0092142,Mohammed B Bah,268.3825073,Consumer staples,Consumer staplestypeA
FCC0092144,A. B. Koroma Enterprise,203.1900024,Consumer staples,Consumer staplestypeB
FCC0092152,M& S Superior Market,688.9625244,Consumer discretionary,Consumer discretionarytypeC
FCC0092153,Abdulai Alexis Enterprise,799.0650024,Consumer discretionary,Consumer discretionarytypeA
FCC0092174,God Will Enterprise,342.0975037,Consumer discretionary,Consumer discretionarytypeB
FCC0092175,Hawa Lamine Enterprise ,566.8800049,Consumer staples,Consumer staplestypeC
FCC0092175,Mr S Bah Topaz enterprise,566.8800049,Consumer discretionary,Consumer discretionarytypeA
FCC0092175,-,566.8800049,Consumer discretionary,Consumer discretionarytypeB
FCC0092187,Telico Enterprise,529.0499878,Portfolio,PortfoliotypeC
FCC0092187,Ann Marie Enterprise,529.0499878,Consumer discretionary,Consumer discretionarytypeA
FCC0092191,-,410.2575073,Consumer discretionary,Consumer discretionarytypeB
FCC0092192,-,1402.954956,Energy,EnergytypeC
FCC0092192,Pa Isaa Enterprise,701.477478,Consumer staples,Consumer staplestypeA
FCC0092194,BELLA MANS,341.6875,Consumer discretionary,Consumer discretionarytypeB
FCC0092204,-,145.1450043,Consumer staples,Consumer staplestypeC
FCC0092220,Hayat Stored,5787.189941,Materials ,Materials typeA
FCC0092230,Compass Business Venture,739.0200195,Consumer discretionary,Consumer discretionarytypeB
FCC0092233,RaSihdine Enterprise,107.4550018,Consumer staples,Consumer staplestypeC
FCC0092238,Sullay Enterprise,101.6975021,Consumer discretionary,Consumer discretionarytypeA
FCC0092238,Northern Panel SLPP,101.6975021,Materials ,Materials typeB
FCC0092238,Bilfa Enterprise,101.6975021,Consumer discretionary,Consumer discretionarytypeC
FCC0092247,Cilria Nursery and Preparatory ,660.6199951,Consumer discretionary,Consumer discretionarytypeA
FCC0092261,Mohammed Alie Motor Bike and ,881.4224854,Consumer discretionary,Consumer discretionarytypeB
FCC0092277,Search for common ground,3111.060059,Communication services,Communication servicestypeC
FCC0092280,Automotive Engineering & ,3060.550049,Consumer discretionary,Consumer discretionarytypeA
FCC0092289,-,868.7750244,Consumer staples,Consumer staplestypeB
FCC0092290,-,189.8999939,Consumer discretionary,Consumer discretionarytypeC
FCC0092308,-,367.5750122,Consumer staples,Consumer staplestypeA
FCC0092311,Lisam Preparatory Scoohl,1022.219971,Consumer discretionary,Consumer discretionarytypeB
FCC0092321,College of Business Studies,11721.12012,Consumer discretionary,Consumer discretionarytypeC
FCC0092331,-,568.8875122,Consumer discretionary,Consumer discretionarytypeA
FCC0092331,Open Enterprises,1706.662598,Consumer staples,Consumer staplestypeB
FCC0092461,FAMILY HIGH NEEDS,2465.600098,Materials ,Materials typeC
FCC0092463,A. Yazbeck and Sons Ltd,10959.91016,Consumer discretionary,Consumer discretionarytypeA
FCC0092416,Amoeba Trading company,8264.650391,Portfolio,PortfoliotypeB
FCC0092476,-,182.9850006,Consumer discretionary,Consumer discretionarytypeC
FCC0092505,-,421.5,Consumer discretionary,Consumer discretionarytypeA
FCC0092549,St. Michael's Hall,7651.919922,Consumer discretionary,Consumer discretionarytypeB
FCC0092566,-,378.355011,Consumer staples,Consumer staplestypeC
FCC0092599,Geogie's Joy,380.2550049,Consumer staples,Consumer staplestypeA
FCC0092609,Yataa Farma Divine Grace ,1493.069946,Communication services,Communication servicestypeB
FCC0092619,BSB INTERNATIONAL,6969.040039,Consumer staples,Consumer staplestypeC
FCC0092632,Yangadia memorial hospital,4708.25,Consumer staples,Consumer staplestypeA
FCC0092632,Shalom drinking water,1177.0625,Consumer staples,Consumer staplestypeB
FCC0092649,-,732.4650269,Consumer staples,Consumer staplestypeC
FCC0093015,Lamari Enterprise,318.2674866,Consumer discretionary,Consumer discretionarytypeA
FCC0093031,Dr. Patrick Coker surgery,595.6149902,Consumer discretionary,Consumer discretionarytypeB
FCC0093031,Awoko news paper,1786.844971,Consumer discretionary,Consumer discretionarytypeC
FCC0093051,Lead way trading company S/L,3174.110107,Portfolio,PortfoliotypeA
FCC0093051,Country coordinating machanism,3174.110107,Consumer discretionary,Consumer discretionarytypeB
FCC0093053,-,209.7274933,Consumer staples,Consumer staplestypeC
FCC0093005,Daabia Enterprise,543.6699829,Consumer staples,Consumer staplestypeA
FCC0093064,Amidu M Conteh Tailoring,308.6400146,Consumer discretionary,Consumer discretionarytypeB
FCC0093064,MO Enterprise,308.6400146,Consumer discretionary,Consumer discretionarytypeC
FCC0093066,-,1815.339966,Consumer staples,Consumer staplestypeA
FCC0093111,Kings and Queen's International ,1283.449951,Portfolio,PortfoliotypeB
FCC0093120,-,467.3125,Consumer discretionary,Consumer discretionarytypeC
FCC0093120,-,467.3125,Consumer discretionary,Consumer discretionarytypeA
FCC0093262,Nabom Drug store,669,Consumer staples,Consumer staplestypeB
FCC0093288,-,137.8849945,Consumer staples,Consumer staplestypeC
FCC0093300,Foday sandy,564.0300293,Materials ,Materials typeA
FCC0093357,-,1146.755005,Consumer discretionary,Consumer discretionarytypeB
FCC0093367,MAG Energy,471.480011,Energy,EnergytypeC
FCC0093367,MAG Energy,471.480011,Energy,EnergytypeA
FCC0093386,Dr. M.B. Surgery House,957.2000122,Consumer discretionary,Consumer discretionarytypeB
FCC0093387,-,94.81500244,Consumer staples,Consumer staplestypeC
FCC0093386,Shinny Shams Store,478.6000061,Portfolio,PortfoliotypeA
FCC0093393,Afcon sierra Leon limited.,3911.139893,Consumer discretionary,Consumer discretionarytypeB
FCC0093403,-,262.4549866,Consumer staples,Consumer staplestypeC
FCC0093406,-,1629.469971,Consumer discretionary,Consumer discretionarytypeA
FCC0093414,Staco insurance (SL) Limited,2623.669922,Materials ,Materials typeB
FCC0093424,Sulmar International School ,2023,Consumer discretionary,Consumer discretionarytypeC
FCC0093427,O beauty,280.457489,Consumer discretionary,Consumer discretionarytypeA
FCC0093433,A. Yazbeck and sons limited,7990.049805,Consumer discretionary,Consumer discretionarytypeB
FCC0093434,-,432.9125061,Consumer staples,Consumer staplestypeC
FCC0093445,K-MAC Enterprise,960.8699951,Consumer staples,Consumer staplestypeA
FCC0093448,Aljan Enterprise ,967.8900146,Consumer discretionary,Consumer discretionarytypeB
FCC0093386,Eliakim Enterprises,239.3000031,Portfolio,PortfoliotypeC
FCC0093491,Medsanu sign,361.8875122,Consumer discretionary,Consumer discretionarytypeA
FCC0093491,Nation pharmaceutical,361.8875122,Consumer staples,Consumer staplestypeB
FCC0093493,NP blackball road,858.7399902,Energy,EnergytypeC
FCC0093502,Saffiatu Beauty Saloon,919.960022,Consumer discretionary,Consumer discretionarytypeA
FCC0093505,-,226.6799927,Consumer discretionary,Consumer discretionarytypeB
FCC0093505,Hadilaj and children enterprises,226.6799927,Consumer staples,Consumer staplestypeC
FCC0093511,-,374.5650024,Consumer discretionary,Consumer discretionarytypeA
FCC0093549,Estee miracle investment,134.9199982,Consumer discretionary,Consumer discretionarytypeB
FCC0093560,Victory Academy Pre-School,1397.47998,Consumer discretionary,Consumer discretionarytypeC
FCC0093564,Sierra Cooling System,451.3049927,Materials ,Materials typeA
FCC0093571,General Engineering and ,748.9699707,Materials ,Materials typeB
FCC0065305,Muctarr BAh,115.2825012,Consumer discretionary,Consumer discretionarytypeC
FCC0093735,Silver Spoon Bar and Restaurant,733.8699951,Consumer discretionary,Consumer discretionarytypeA
FCC0093742,-,92.63500214,Consumer staples,Consumer staplestypeB
FCC0093747,Survivor investment,416.2449951,Consumer discretionary,Consumer discretionarytypeC
FCC0093750,Kadie sesay,231.9425049,Consumer discretionary,Consumer discretionarytypeA
FCC0093810,Ani- Lima enterprise,1498.5,Portfolio,PortfoliotypeB
FCC0093816,-,1027.545044,Consumer discretionary,Consumer discretionarytypeC
FCC0093848,-,1471.790039,Consumer staples,Consumer staplestypeA
FCC0093859,H Moore Enterprise,1312.087402,Consumer staples,Consumer staplestypeB
FCC0093796,Mariama Enterprise,2601.840088,Consumer discretionary,Consumer discretionarytypeC
FCC0093848,THE GOOD NEWS ENTERPRISE,1471.790039,Materials ,Materials typeA
FCC0093777,KAdiatu Conteh,169.4299927,Consumer staples,Consumer staplestypeB
FCC0093784,I. L. K. K Enterprise,598.0100098,Consumer discretionary,Consumer discretionarytypeC
FCC0093884,-,127.5074997,Consumer staples,Consumer staplestypeA
FCC0094504,Zak building materials,3445.040039,Portfolio,PortfoliotypeB
FCC0094506,Murildo institute,2543.469971,Consumer discretionary,Consumer discretionarytypeC
FCC0094511,-,568.9824829,Consumer staples,Consumer staplestypeA
FCC0027603,Carlbia Enterprise ,266.8439941,Consumer discretionary,Consumer discretionarytypeB
FCC0094563,-,268.1474915,Consumer staples,Consumer staplestypeC
FCC0094564,QUICK AND RELIABLE ,174.2700043,Financials,FinancialstypeA
FCC0094688,Orthodox building,7163.339844,Materials ,Materials typeB
FCC0094721,M.B Bakery,574.6900024,Materials ,Materials typeC
FCC0094724,-,403.5100098,Consumer staples,Consumer staplestypeA
FCC0049955,Adama & Sons Enterprise ,474.8699951,Consumer discretionary,Consumer discretionarytypeB
FCC0094734,Cocacola,866.4450073,Consumer discretionary,Consumer discretionarytypeC
FCC0094747,-,613.3699951,Consumer staples,Consumer staplestypeA
FCC0094766,King's Provision Shop,311.8099976,Consumer staples,Consumer staplestypeB
FCC0094771,M.K brothers,815.6849976,Consumer staples,Consumer staplestypeC
FCC0094785,-,1623.199951,Consumer staples,Consumer staplestypeA
FCC0094791,National Islamic primary school,2585.47998,Consumer discretionary,Consumer discretionarytypeB
FCC0095023,Ibrahim Jalloh ent,482.355011,Consumer staples,Consumer staplestypeC
FCC0095044,Jabbie  enterprise,1298.119995,Consumer discretionary,Consumer discretionarytypeA
FCC0095072,-,508.7174988,Consumer discretionary,Consumer discretionarytypeB
FCC0095076,-,169.5375061,Consumer staples,Consumer staplestypeC
FCC0095084,-,133.1725006,Consumer staples,Consumer staplestypeA
FCC0095084,-,133.1725006,Consumer discretionary,Consumer discretionarytypeB
FCC0095086,Queen Elizabeth Academy school,4420.260254,Consumer discretionary,Consumer discretionarytypeC
